id	source_pr	source_head	path	hunk_header	disposition	child_ids	rationale	owning_test
139-H190	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -247,0 +321 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H191	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -259,0 +334 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H192	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -265 +340 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H193	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -266,0 +342 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H194	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -267,0 +344 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H195	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -285,0 +363,2 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H196	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -293 +372,3 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H197	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -295 +376,4 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	060	Account/key/OAuth orchestration ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H198	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -357,28 +441,29 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	040	Provider update mutation adapter owned by the management API child.	bun test tests/provider-connection-test.test.ts tests/provider-api-keys.test.ts
139-H199	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -386,99 +471,10 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	080	Workspace loading/composition shell ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H200	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -486,0 +483,2 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	080	Workspace loading/composition shell ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H201	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -488,153 +486,5 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	080	Workspace loading/composition shell ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H202	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -642,0 +493,42 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	080	Workspace loading/composition shell ownership.	bun run --cwd gui lint && bun run --cwd gui build
139-H203	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -647,2 +539,48 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	050	Add-provider modal composition ownership.	bun test tests/provider-workspace-data.test.ts && bun run --cwd gui build
139-H204	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/pages/Providers.tsx	@@ -651 +589 @@ export default function Providers({ apiBase }: { apiBase: string }) {	rewrite	080	Workspace shell close/render boundary.	bun run --cwd gui lint && bun run --cwd gui build
139-H205	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/provider-icons.ts	@@ -40,0 +41,63 @@ const PROVIDER_ICON_ALIASES: Record<string, string> = {	rewrite	030	Split pure provider classification, sorting, usage and icon metadata from React rendering.	bun test tests/provider-workspace-data.test.ts
139-H206	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/provider-icons.ts	@@ -47 +110,3 @@ function providerIconAlias(provider: string): string | undefined {	rewrite	030	Split pure provider classification, sorting, usage and icon metadata from React rendering.	bun test tests/provider-workspace-data.test.ts
139-H207	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/provider-icons.ts	@@ -50,0 +116,24 @@ export function providerIconSrc(provider: string): string | undefined {	rewrite	030	Split pure provider classification, sorting, usage and icon metadata from React rendering.	bun test tests/provider-workspace-data.test.ts
139-H208	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/provider-workspace-data.ts	@@ -0,0 +1,400 @@	rewrite	030	Split pure provider classification, sorting, usage and icon metadata from React rendering.	bun test tests/provider-workspace-data.test.ts
139-H209	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles-provider-workspace.css	@@ -0,0 +1,3207 @@	rewrite-fanout	003/CSS	Indivisible stylesheet hunk is accounted only by the selector-family sub-ledger.	bun run --cwd gui lint && bun run --cwd gui build
139-H210	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -291,0 +292,44 @@ input[type="checkbox"], input[type="radio"] { accent-color: var(--accent); }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H211	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -333,2 +377,4 @@ input[type="checkbox"], input[type="radio"] { accent-color: var(--accent); }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H212	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -343 +389 @@ input[type="checkbox"], input[type="radio"] { accent-color: var(--accent); }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H213	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -473 +519,10 @@ textarea.input { resize: vertical; font-family: var(--font-code); line-height: v	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H214	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -645,0 +701 @@ select.input { appearance: none; }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H215	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -689,15 +745,355 @@ select.input { appearance: none; }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H216	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -705,33 +1101,7 @@ select.input { appearance: none; }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H217	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -740,7 +1110,2 @@ select.input { appearance: none; }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H218	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -785,0 +1151 @@ select.input { appearance: none; }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H219	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	gui/src/styles.css	@@ -797,5 +1162,0 @@ select.input { appearance: none; }	rewrite	100	Global style/lint integration has one owner after component-scoped styles land.	bun run --cwd gui lint && bun run --cwd gui build
139-H220	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/derive.ts	@@ -51,0 +52,2 @@ export interface DerivedProviderPreset {	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H221	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/derive.ts	@@ -71,0 +74 @@ export function providerConfigSeed(entry: ProviderRegistryEntry): OcxProviderCon	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H222	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/derive.ts	@@ -196,0 +200 @@ export function enrichProviderFromRegistry(name: string, prov: OcxProviderConfig	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H223	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/derive.ts	@@ -233,0 +238 @@ function entryToPreset(entry: ProviderRegistryEntry): DerivedProviderPreset {	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H224	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/derive.ts	@@ -253 +258 @@ function formatInitLabel(entry: ProviderRegistryEntry): string {	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H225	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/derive.ts	@@ -255,3 +260,3 @@ function formatInitLabel(entry: ProviderRegistryEntry): string {	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H226	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -11 +10,0 @@ const REQUEST_TIMEOUT_MS = 8_000;	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H227	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -168,2 +167,6 @@ async function fetchAnthropicQuota(provider: string): Promise<ProviderQuotaRepor	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H228	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -176 +179 @@ async function fetchAnthropicQuota(provider: string): Promise<ProviderQuotaRepor	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H229	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -199,0 +203,168 @@ async function fetchAnthropicQuota(provider: string): Promise<ProviderQuotaRepor	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H230	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -312,0 +484 @@ async function maybeFetchProviderQuota(	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H231	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -319,0 +492,2 @@ async function maybeFetchProviderQuota(	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H232	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -323,0 +498,22 @@ export async function fetchProviderQuotaReports(config: OcxConfig, forceRefresh	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H233	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/quota.ts	@@ -325,6 +521,6 @@ export async function fetchProviderQuotaReports(config: OcxConfig, forceRefresh	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H234	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -24,0 +25,5 @@ export interface ProviderRegistryEntry {	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H235	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -229 +234 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H236	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -239 +244 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H237	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -302 +307 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H238	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -309 +314 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H239	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -361 +366 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H240	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -387 +392 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H241	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -546,0 +552,2 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H242	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/providers/registry.ts	@@ -550,0 +558 @@ export const PROVIDER_REGISTRY: readonly ProviderRegistryEntry[] = [	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H243	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/auth-cors.ts	@@ -202,0 +203 @@ export function safeConfigDTO(config: OcxConfig): unknown {	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H244	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/auth-cors.ts	@@ -214,0 +216 @@ export function safeConfigDTO(config: OcxConfig): unknown {	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H245	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/auth-cors.ts	@@ -232 +234,10 @@ export function safeConfigDTO(config: OcxConfig): unknown {	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H246	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/index.ts	@@ -156,2 +156,7 @@ export function startServer(port?: number) {	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H247	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -13,0 +14 @@ import {	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H248	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -453 +454,9 @@ export async function handleManagementAPI(req: Request, url: URL, config: OcxCon	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H249	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -455,3 +464,50 @@ export async function handleManagementAPI(req: Request, url: URL, config: OcxCon	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H250	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -458,0 +515,8 @@ export async function handleManagementAPI(req: Request, url: URL, config: OcxCon	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H251	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -460 +524 @@ export async function handleManagementAPI(req: Request, url: URL, config: OcxCon	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H252	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -461,0 +526,2 @@ export async function handleManagementAPI(req: Request, url: URL, config: OcxCon	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H253	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -463 +529,55 @@ export async function handleManagementAPI(req: Request, url: URL, config: OcxCon	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H254	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/server/management-api.ts	@@ -1050,0 +1171,9 @@ export async function handleManagementAPI(req: Request, url: URL, config: OcxCon	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H255	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/types.ts	@@ -602,0 +603 @@ export interface OcxProviderConfig {	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H256	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/types.ts	@@ -605 +606 @@ export interface OcxProviderConfig {	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H257	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	src/types.ts	@@ -607,0 +609,7 @@ export interface OcxProviderConfig {	rewrite	010	Exact WP010 contract/NVIDIA hunk; maintainer tests add propagation and free-but-key-required assertions.	bun test tests/provider-registry-parity.test.ts
139-H258	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -7 +7 @@ import { saveCredential } from "../src/oauth/store";	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H259	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -35,0 +36,5 @@ function testConfig(): OcxConfig {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H260	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -60,0 +66 @@ beforeEach(() => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H261	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -65,0 +72 @@ afterEach(() => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H262	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -77,0 +85 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H263	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -113,0 +122,23 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H264	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -142 +173 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H265	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -150,0 +182,7 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H266	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -162,0 +201 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H267	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -167 +206,40 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H268	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -172 +250 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H269	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-quota.test.ts	@@ -187 +265,2 @@ describe("fetchProviderQuotaReports", () => {	retain	020	Provider quota normalization and reset-window contract.	bun test tests/provider-quota.test.ts tests/rate-limit-reset-credits.test.ts
139-H270	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-registry-parity.test.ts	@@ -179 +179 @@ describe("provider registry parity", () => {	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H271	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-registry-parity.test.ts	@@ -308 +308 @@ describe("provider registry parity", () => {	rewrite	100	Provider label/note copy hunk is excluded from WP010 and owned by final UI-copy integration.	bun test tests/provider-registry-parity.test.ts && bun run --cwd gui lint
139-H272	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/provider-workspace-data.test.ts	@@ -0,0 +1,483 @@	rewrite	030	Split pure provider classification, sorting, usage and icon metadata from React rendering.	bun test tests/provider-workspace-data.test.ts
139-H273	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/rate-limit-reset-credits.test.ts	@@ -136 +136 @@ describe("rate-limit reset credits", () => {	rewrite	070	Build bounded quota rows and usage rendering on the phase-020 contract.	bun test tests/rate-limit-reset-credits.test.ts && bun run --cwd gui build
139-H274	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/rate-limit-reset-credits.test.ts	@@ -153 +153 @@ describe("rate-limit reset credits", () => {	rewrite	070	Build bounded quota rows and usage rendering on the phase-020 contract.	bun test tests/rate-limit-reset-credits.test.ts && bun run --cwd gui build
139-H275	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/server-auth.test.ts	@@ -187,0 +188,55 @@ describe("server local API auth", () => {	rewrite	040	Retain provider-management endpoints only after live-connect and API-key-pool blockers are repaired.	bun test tests/server-auth.test.ts tests/provider-api-keys.test.ts
139-H276	139	d209dfd5dfdf6286c53fafd45d9cb3475696eab8	tests/xai-refresh-lock.test.ts	@@ -14 +14 @@ describe("two-lock xAI refresh",()=>{	drop	-	Unrelated artifact or xAI test churn; source provenance remains in immutable ref.	git diff --check
140-H001	140	d92ae93701df289be467db73000e67e28fe9ec61	.github/workflows/react-doctor.yml	@@ -0,0 +1,54 @@	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H002	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/README.md	@@ -30,0 +31,24 @@ the package layout used by `ocx gui`.	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H003	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/bun.lock	@@ -7,0 +8 @@	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H004	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/bun.lock	@@ -138,0 +140,4 @@	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H005	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/doctor.config.json	@@ -0,0 +1,9 @@	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H006	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/eslint.config.js	@@ -8,2 +8 @@ import { I18N_DATA_FILES, I18N_UI_FILES } from './.eslint/i18n-file-groups.ts'	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H007	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/package.json	@@ -10,0 +11,2 @@	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H008	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/package.json	@@ -13,0 +16 @@	rewrite	110	Pin React Doctor package/action and keep checks advisory with least privilege.	bun test tests/ci-workflows.test.ts && bun run doctor:gui
140-H009	140	d92ae93701df289be467db73000e67e28fe9ec61	gui/src/App.tsx	@@ -0,0 +1 @@	rewrite	120	Retain query/client and modal accessibility foundations after #139 UI owners exist.	bun run --cwd gui lint && bun run --cwd gui build
